"Organisation Name",Website,ASN,"Peering Policy","IPv4 Address","IPv6 Address","MAC Address",Location,"Switch Port and VLAN","Port Type","Service Speed","Service Type","Peering LAN","Membership Type","Route Servers"
"Claranet Ltd.",http://www.clara.net/,8426,Selective,195.66.244.17,2001:7f8:4:2::20ea:1,0007.ec54.fc19,"Equinix MA1 Williams House (TCW)","edge7-tcw-man1 xe11",1G,1G,Regular,man1,full,
"Clearstream Group",http://www.clearstreamgroup.co.uk/,59455,Open,195.66.238.129,2001:7f8:4:1::e83f:1,e443.4b87.da34,"Equinix LD8 Harbour Exchange (TCH)","edge3-tch-lon2 xe25",10G,10G,Regular,lon2,"full,ConneXions","rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Clearstream Group",http://www.clearstreamgroup.co.uk/,59455,Open,195.66.226.129,2001:7f8:4::e83f:1,e443.4b87.da35,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch xe-7/1/4",10G,10G,Regular,lon1,"full,ConneXions","rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
CloudCall,https://www.cloudcall.com/,197669,Open,195.66.226.83,2001:7f8:4::3:425:1,88e6.4b2a.23fc,"Telehouse West (THW)","edge1-thw ge-8/0/8",1G,1G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
CloudCall,https://www.cloudcall.com/,197669,Open,195.66.238.91,2001:7f8:4:1:0:3:425:1,b8c2.53dc.400c,"Telehouse North (THN)","edge3-thn-lon2 xe33",1G,1G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Cloudflare Inc.",http://www.cloudflare.com,13335,Open,195.66.227.207,2001:7f8:4::3417:2,4c6d.5806.11e5,"Telehouse West (THW)","core3-thw et-3/2/0",100G,100G,Regular,lon1,full,"rs1.lon1, rs1.man1, rs1.nva1, rs1.sco1, rs2.man1, rs2.nva1, rs2.sco1, rs3.lon1"
"Cloudflare Inc.",http://www.cloudflare.com,13335,Open,195.66.244.71,2001:7f8:4:2::3417:1,5c45.277b.5303,"Equinix MA1 Williams House (TCW)","edge6-tcw-man1 xe2",10G,10G,Regular,man1,full,"rs1.lon1, rs1.man1, rs1.nva1, rs1.sco1, rs2.man1, rs2.nva1, rs2.sco1, rs3.lon1"
"Cloudflare Inc.",http://www.cloudflare.com,13335,Open,206.55.196.35,2001:504:31::3417:1,3c94.d5cc.1fc0,"Digital Realty IAD (44521 Hastings) ACC5 (DFT)","edge1-dft.nva1 xe-10/0/0",10G,10G,Regular,nva1,full,"rs1.lon1, rs1.man1, rs1.nva1, rs1.sco1, rs2.man1, rs2.nva1, rs2.sco1, rs3.lon1"
"Cloudflare Inc.",http://www.cloudflare.com,13335,Open,195.66.225.179,2001:7f8:4::3417:1,f4cc.5567.5ded,"Equinix LD8 Harbour Exchange (TCH)","core4-tch et-2/5/0",100G,100G,Regular,lon1,full,"rs1.lon1, rs1.man1, rs1.nva1, rs1.sco1, rs2.man1, rs2.nva1, rs2.sco1, rs3.lon1"
"Cloudflare Inc.",http://www.cloudflare.com,13335,Open,195.66.225.179,2001:7f8:4::3417:1,f4cc.5567.5ded,"Equinix LD8 Harbour Exchange (TCH)","core4-tch et-2/1/2",100G,100G,Regular,lon1,full,"rs1.lon1, rs1.man1, rs1.nva1, rs1.sco1, rs2.man1, rs2.nva1, rs2.sco1, rs3.lon1"
"Cloudflare Inc.",http://www.cloudflare.com,13335,Open,195.66.225.179,2001:7f8:4::3417:1,f4cc.5567.5ded,"Equinix LD8 Harbour Exchange (TCH)","core4-tch et-2/4/0",100G,100G,Regular,lon1,full,"rs1.lon1, rs1.man1, rs1.nva1, rs1.sco1, rs2.man1, rs2.nva1, rs2.sco1, rs3.lon1"
"Cloudflare Inc.",http://www.cloudflare.com,13335,Open,195.66.244.71,2001:7f8:4:2::3417:1,5c45.277b.5303,"Equinix MA1 Williams House (TCW)","edge6-tcw-man1 xe1",10G,10G,Regular,man1,full,"rs1.lon1, rs1.man1, rs1.nva1, rs1.sco1, rs2.man1, rs2.nva1, rs2.sco1, rs3.lon1"
"Cloudflare Inc.",http://www.cloudflare.com,13335,Open,195.66.246.27,2001:7f8:4:3::3417:1,5800.bbf9.ce31,"Pulsant Edinburgh (PUE)","edge2-pue.sco1 6",10G,10G,Regular,sco1,full,"rs1.lon1, rs1.man1, rs1.nva1, rs1.sco1, rs2.man1, rs2.nva1, rs2.sco1, rs3.lon1"
"Cloudflare Inc.",http://www.cloudflare.com,13335,Open,206.55.196.35,2001:504:31::3417:1,3c94.d5cc.1fc0,"Digital Realty IAD (44521 Hastings) ACC5 (DFT)","edge1-dft.nva1 xe-11/1/3",10G,10G,Regular,nva1,full,"rs1.lon1, rs1.man1, rs1.nva1, rs1.sco1, rs2.man1, rs2.nva1, rs2.sco1, rs3.lon1"
Clouditalia,http://www.clouditalia.com,15589,Selective,195.66.226.217,2001:7f8:4::3ce5:1,700f.6a8a.adc1,"Telehouse North (THN)","edge3-thn ge-7/1/0",1G,1G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Clouvider Limited",https://www.clouvider.co.uk,62240,Open,195.66.244.12,2001:7f8:4:2::f320:1,8890.097b.07f0,"Equinix MA1 Williams House (TCW)","edge8-tcw-man1 ce24/1 VLAN: 1006",ConneXions,20G,ConneXions,man1,"ConneXions,full","rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"Clouvider Limited",https://www.clouvider.co.uk,62240,Open,195.66.225.184,2001:7f8:4::f320:3,8890.09f0.9144,"Equinix LD8 Harbour Exchange (TCH)","core4-tch et-2/4/1 VLAN: 1004",ConneXions,75G,ConneXions,lon1,"ConneXions,full","rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"Clouvider Limited",https://www.clouvider.co.uk,62240,Open,195.66.239.14,2001:7f8:4:1::f320:1,44aa.5055.07f5,"Telehouse North2 (TH2)","edge1-th2-lon2 xe7 VLAN: 3500",ConneXions,1G,ConneXions,lon2,"ConneXions,full","rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"Clouvider Limited",https://www.clouvider.co.uk,62240,Open,195.66.227.14,2001:7f8:4::f320:1,ec38.73e4.ce47,"Telehouse North (THN)","core4-thn et-2/3/0 VLAN: 3001",ConneXions,75G,ConneXions,lon1,"ConneXions,full","rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
CM.com,http://,15447,Open,195.66.226.107,2001:7f8:4::3c57:1,20d8.0bf6.a853,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch ge-4/3/3",1G,1G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"CMC Networks",http://www.cmcnetworks.net/,25818,Selective,195.66.225.98,2001:7f8:4::64da:1,e865.492b.5420,"Telehouse North (THN)","edge4-thn xe-4/2/3",10G,10G,Regular,lon1,"ConneXions,full","rs1.lon1, rs3.lon1"
ColocationIX,http://www.colocationix.net/,61955,Selective,195.66.224.13,2001:7f8:4::f203:1,5475.d0ad.ad00,"Telehouse North (THN)","edge4-thn xe-4/2/1",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"COLT Telecom Ltd.",http://www.colt.net/,8220,Selective,195.66.224.49,2001:7f8:4::201c:1,f07c.c7a9.3433,"Telehouse West (THW)","core3-thw et-2/0/3",100G,100G,Regular,lon1,"ConneXions,full","rs1.lon1, rs3.lon1"
"CommCorp Communications",http://br.digital,14840,"No data",195.66.224.8,2001:7f8:4::39f8:1,c003.804d.1d0a,"Telehouse North (THN)","core3-thn et-2/2/3 VLAN: 603",ConneXions,10G,ConneXions,lon1,full,"rs1.lon1, rs3.lon1"
"Community Fibre",http://www.communityfibre.co.uk,201838,"No data",195.66.226.144,2001:7f8:4::3:146e:1,0032.17fb.28e4,"Telehouse North (THN)","core3-thn et-3/2/2",100G,100G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Community Fibre",http://www.communityfibre.co.uk,201838,"No data",195.66.236.3,2001:7f8:4:1::3:146e:2,b0a6.5166.f83c,"Equinix LD4 (EQ4)","edge3-eq4-lon2 ce25/1",100G,100G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Community Network Center Inc",http://www.cnci.co.jp/,9354,"No data",195.66.227.200,2001:7f8:4::248a:1,40ce.242b.927a,"Telehouse East (THE)","edge4-the ae214 VLAN: 270",ConneXions,6G,ConneXions,lon1,full,"rs1.lon1, rs3.lon1"
"Computacenter (UK) Ltd",https://www.computacenter.com/uk,56474,"No data",195.66.226.223,2001:7f8:4::dc9a:2,00ff.1010.0001,"Telehouse North (THN)","edge2-thn xe-9/1/1",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Computacenter (UK) Ltd",https://www.computacenter.com/uk,56474,"No data",195.66.226.141,2001:7f8:4::dc9a:1,00ff.1020.0001,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch xe-3/0/1",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"CompuWeb Communications Services",http://www.cwcs.co.uk,15510,"No data",195.66.227.119,2001:7f8:4::3c96:1,6c6c.d335.f59a,"Telehouse West (THW)","edge1-thw xe-4/0/3",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"CompuWeb Communications Services",http://www.cwcs.co.uk,15510,"No data",195.66.239.119,2001:7f8:4:1::3c96:1,f0f7.55be.3c80,"Telehouse West (THW)","edge2-thw-lon2 xe30",10G,10G,multiservice_port,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
ConnetU,http://www.connetu.com/,51945,"No data",195.66.238.27,2001:7f8:4:1::cae9:1,ec38.7378.3721,"Telehouse North (THN)","edge1-thn-lon2 xe25",10G,10G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
ConnetU,http://www.connetu.com/,51945,"No data",195.66.226.27,2001:7f8:4::cae9:1,ec38.7378.3720,"Telehouse North (THN)","edge4-thn xe-2/3/1",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Connexin Ltd",http://www.connexin.co.uk,199775,"No data",195.66.244.16,2001:7f8:4:2:0:3:c5f:1,609c.9f5b.fc81,"Equinix MA1 Williams House (TCW)","edge6-tcw-man1 xe3",10G,10G,Regular,man1,full,"rs1.man1, rs2.man1"
Continent8,http://www.continent8.com,14537,"No data",195.66.224.118,2001:7f8:4::38c9:1,ac4b.c844.f7c1,"Telehouse North (THN)","core3-thn et-2/1/3",100G,100G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Converged Communication Solutions",http://www.converged.co.uk/,39522,"No data",195.66.246.19,,0019.5676.1cff,"Pulsant Edinburgh (PUE)","edge1-pue.sco1 33",1G,1G,Regular,sco1,full,"rs1.lon1, rs1.sco1, rs2.sco1, rs3.lon1"
"Converged Communication Solutions",http://www.converged.co.uk/,39522,"No data",195.66.224.160,2001:7f8:4::9a62:1,cc16.7e85.b353,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch xe-7/3/3",10G,10G,multiservice_port,lon1,full,"rs1.lon1, rs1.sco1, rs2.sco1, rs3.lon1"
"Convergence Group Networks Ltd",http://www.convergencegroup.co.uk/,41811,"No data",195.66.227.166,2001:7f8:4::a353:2,5c5a.c7d0.270d,"Equinix LD9 Powergate (TCA)","edge1-tca xe-2/0/3",10G,10G,Regular,lon1,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"Convergence Group Networks Ltd",http://www.convergencegroup.co.uk/,41811,"No data",195.66.225.196,2001:7f8:4::a353:1,40b5.c1f1.2db1,"Telehouse North (THN)","edge1-thn xe-5/2/3",10G,10G,Regular,lon1,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"Convergence Group Networks Ltd",http://www.convergencegroup.co.uk/,41811,"No data",195.66.225.196,2001:7f8:4::a353:1,40b5.c1f1.2db1,"Telehouse North (THN)","edge1-thn xe-3/3/2",10G,10G,Regular,lon1,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"Convergence Group Networks Ltd",http://www.convergencegroup.co.uk/,41811,"No data",195.66.244.75,2001:7f8:4:2::a353:1,5c5a.c7d0.26a9,"Equinix MA1 Williams House (TCW)","edge5-tcw-man1 xe20",10G,10G,Regular,man1,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"Convergenze S.p.A",http://www.convergenze.it,39120,"No data",195.66.227.87,2001:7f8:4::98d0:1,4c5e.0c13.cc28,"Telehouse North (THN)","edge3-thn xe-5/2/1 VLAN: 401",ConneXions,2.5G,ConneXions,lon1,full,"rs1.lon1, rs3.lon1"
"Cool Ideas Service Provider (Pty) Ltd",http://www.cisp.co.za,37680,"No data",195.66.227.27,2001:7f8:4::9330:1,6c3b.6bf0.05fc,"Telehouse North (THN)","edge4-thn xe-9/1/2",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Cool Ideas Service Provider (Pty) Ltd",http://www.cisp.co.za,37680,"No data",195.66.227.27,2001:7f8:4::9330:1,6c3b.6bf0.05fc,"Telehouse North (THN)","edge4-thn xe-2/0/2",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Core Backbone",http://www.core-backbone.com,33891,"No data",195.66.224.238,2001:7f8:4::8463:1,ee13.db19.926a,"Telehouse North (THN)","edge5-thn 1/1/c1/1",400G,400G,Regular,lon1,"full,ConneXions","rs1.lon1, rs3.lon1"
"Coreix Ltd.",http://www.coreix.net,31708,"No data",195.66.225.58,2001:7f8:4::7bdc:1,d0dd.49a6.be3d,"Telehouse East (THE)","edge4-the xe-2/2/3",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Cork Internet Exchange",http://www.cix.ie/#/,47720,"No data",195.66.225.176,2001:7f8:4::ba68:1,44ec.cef5.c469,"Telehouse North (THN)","core3-thn et-2/1/0 VLAN: 3400",ConneXions,7G,ConneXions,lon1,full,"rs1.lon1, rs3.lon1"
"County Broadband Ltd",http://www.countybroadband.co.uk,51263,"No data",195.66.226.174,2001:7f8:4::c83f:1,f4bf.a8f3.c07f,"Telehouse North (THN)","edge4-thn xe-9/0/0",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"County Broadband Ltd",http://www.countybroadband.co.uk,51263,"No data",195.66.238.174,2001:7f8:4:1::c83f:1,f4bf.a8f3.c07f,"Telehouse North (THN)","edge2-thn-lon2 xe13",10G,10G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"CreeperHost LTD",http://www.creeperhost.net,201971,"No data",195.66.227.30,2001:7f8:4::3:14f3:1,408f.9d20.fcf5,"Telehouse North (THN)","core4-thn et-2/2/1 VLAN: 2103",ConneXions,1G,ConneXions,lon1,full,"rs1.lon1, rs3.lon1"
"CSD Network Services Ltd",http://www.csd.co,203851,"No data",195.66.238.253,2001:7f8:4:1:0:3:1c4b:1,fcec.da4a.99c5,"Telehouse East (THE)","edge2-the-lon2 xe25",1G,1G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"CSD Network Services Ltd",http://www.csd.co,203851,"No data",195.66.226.253,2001:7f8:4::3:1c4b:1,fcec.da4a.99c4,"Telehouse East (THE)","edge4-the ge-4/0/9",1G,1G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Currenex Ltd",http://www.currenex.com,17088,"No data",195.66.225.170,2001:7f8:4::42c0:1,5c5e.ab05.4761,"Equinix LD6 (EQ4)","edge5-eq4 ge-4/3/5",1G,1G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Currenex Ltd",http://www.currenex.com,17088,"No data",195.66.237.170,2001:7f8:4:1::42c0:1,5c5e.ab05.ad61,"Equinix LD4 (EQ4)","edge4-eq4-lon2 xe6",1G,1G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Custodian DC Ltd",http://www.custodiandc.com,50300,"No data",195.66.224.139,2001:7f8:4::c47c:1,0007.7d75.a980,"Telehouse North (THN)","edge4-thn xe-3/2/2",10G,10G,Regular,lon1,"ConneXions,full","rs1.lon1, rs3.lon1"
"Custodian DC Ltd",http://www.custodiandc.com,50300,"No data",195.66.224.139,2001:7f8:4::c47c:1,0007.7d75.a980,"Telehouse North (THN)","edge4-thn xe-4/0/1",10G,10G,Regular,lon1,"ConneXions,full","rs1.lon1, rs3.lon1"
"Cybersmart Ltd",https://www.cybersmart.co.za/home/,36874,"No data",195.66.239.174,2001:7f8:4:1::900a:1,4055.399e.3150,"Telehouse North (THN)","edge1-thn-lon2 xe9",10G,10G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Cybersmart Ltd",https://www.cybersmart.co.za/home/,36874,"No data",195.66.239.175,2001:7f8:4:1::900a:2,649e.f301.4550,"Telehouse West (THW)","edge3-thw-lon2 xe6",1G,1G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Cybersmart Ltd",https://www.cybersmart.co.za/home/,36874,"No data",195.66.227.174,2001:7f8:4::900a:1,4055.399e.3150,"Telehouse North (THN)","edge2-thn xe-9/3/1",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Cybersmart Ltd",https://www.cybersmart.co.za/home/,36874,"No data",195.66.227.175,2001:7f8:4::900a:2,649e.f301.4550,"Telehouse West (THW)","edge1-thw ge-8/1/0",1G,1G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Cyprea Private Limited",http://,147039,"No data",195.66.225.131,2001:7f8:4::2:3e5f:1,d2e2.5c4e.78a5,"Equinix LD8 Harbour Exchange (TCH)","core4-tch et-2/0/2 VLAN: 39",ConneXions,100M,ConneXions,lon1,full,"rs1.lon1, rs3.lon1"
"CYTA Cyprus Telecommunications Authority",http://www.cyta.com.cy,6866,"No data",195.66.226.205,2001:7f8:4::1ad2:1,b026.802b.e440,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch xe-3/0/3",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
CZ.NIC,https://www.nic.cz/,200070,"No data",206.55.197.250,2001:504:31::3:d86:1,d4f5.ef48.c500,"CoreSite Reston (COR)","edge1-cor.nva1 xe-11/2/1",10G,10G,Regular,nva1,associate,"rs1.lon1, rs1.nva1, rs2.lon2, rs2.nva1, rs3.lon1, rs4.lon2"
CZ.NIC,https://www.nic.cz/,200070,"No data",195.66.239.112,2001:7f8:4:1:0:3:d86:1,d4f5.ef46.9e60,"Telehouse North (THN)","edge2-thn-lon2 xe36",10G,10G,Regular,lon2,associate,"rs1.lon1, rs1.nva1, rs2.lon2, rs2.nva1, rs3.lon1, rs4.lon2"
CZ.NIC,https://www.nic.cz/,200070,"No data",195.66.227.112,2001:7f8:4::3:d86:1,d4f5.ef46.ade8,"Telehouse North (THN)","edge3-thn xe-5/2/0",10G,10G,Regular,lon1,associate,"rs1.lon1, rs1.nva1, rs2.lon2, rs2.nva1, rs3.lon1, rs4.lon2"
Dailymotion,http://www.dailymotion.com,41690,"No data",195.66.224.17,2001:7f8:4::a2da:1,30b6.4fd8.a279,"Telehouse West (THW)","core3-thw et-2/3/1",100G,100G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Daisy Corporate Services Trading",http://www.daisyplc.com,5413,"No data",195.66.236.29,2001:7f8:4:1::1525:1,00c1.6446.fd6b,"Equinix LD8 Harbour Exchange (TCH)","edge2-tch-lon2 xe15",10G,10G,Regular,lon2,full,
"Daisy Corporate Services Trading",http://www.daisyplc.com,5413,"No data",195.66.224.29,2001:7f8:4::1525:1,e0ac.f13a.ca13,"Telehouse North (THN)","edge2-thn xe-5/0/0",10G,10G,Regular,lon1,full,
"Daisy Corporate Services Trading",http://www.daisyplc.com,5413,"No data",195.66.224.29,2001:7f8:4::1525:1,e0ac.f13a.ca13,"Telehouse North (THN)","edge2-thn xe-2/2/1",10G,10G,Regular,lon1,full,
"Daisy Corporate Services Trading",http://www.daisyplc.com,5413,"No data",195.66.227.35,2001:7f8:4::1525:2,00c1.6446.fd6b,"Equinix LD8 Harbour Exchange (TCH)","edge4-tch xe-5/3/1",10G,10G,Regular,lon1,full,
"Daisy Corporate Services Trading",http://www.daisyplc.com,5413,"No data",195.66.227.35,2001:7f8:4::1525:2,00c1.6446.fd6b,"Equinix LD8 Harbour Exchange (TCH)","edge4-tch xe-3/1/3",10G,10G,Regular,lon1,full,
"Daisy Corporate Services Trading",http://www.daisyplc.com,5413,"No data",195.66.236.29,2001:7f8:4:1::1525:1,00c1.6446.fd6b,"Equinix LD8 Harbour Exchange (TCH)","edge2-tch-lon2 xe13",10G,10G,Regular,lon2,full,
"Daisy Corporate Services Trading",http://www.daisyplc.com,5413,"No data",195.66.244.210,2001:7f8:4:2::1525:1,6c6c.d345.eadc,"Equinix MA1 Williams House (TCW)","edge6-tcw-man1 xe24",10G,10G,Regular,man1,full,
"Datacentres Ltd T/A Redraw Internet",http://redrawinternet.com,31595,"No data",195.66.238.143,2001:7f8:4:1::7b6b:1,b0a8.6e21.c7c1,"Digital Realty Sovereign House (RBS)","edge3-rbs-lon2 xe32",1G,1G,Regular,lon2,full,"rs1.car1, rs1.lon1, rs2.car1, rs2.lon2, rs3.lon1, rs4.lon2"
"Datacentres Ltd T/A Redraw Internet",http://redrawinternet.com,31595,"No data",195.66.254.100,2001:7f8:4:4::7b6b:1,0004.9697.80a4,Newport(NGD),"edge1-ngd.car1 0/14",10G,1G,Regular,car1,full,"rs1.car1, rs1.lon1, rs2.car1, rs2.lon2, rs3.lon1, rs4.lon2"
"Datacentres Ltd T/A Redraw Internet",http://redrawinternet.com,31595,"No data",195.66.226.143,2001:7f8:4::7b6b:1,7819.f730.57c1,"Telehouse North (THN)","edge3-thn xe-3/3/3",10G,10G,Regular,lon1,full,"rs1.car1, rs1.lon1, rs2.car1, rs2.lon2, rs3.lon1, rs4.lon2"
"Dataline LLC",http://www.dataline.ua,35297,"No data",195.66.226.1,2001:7f8:4::89e1:1,807f.f871.ab84,"Equinix LD8 Harbour Exchange (TCH)","core4-tch ae211 VLAN: 776",ConneXions,1G,ConneXions,lon1,full,"rs1.lon1, rs3.lon1"
"Datanet co uk Ltd.",http://www.datanet.co.uk,20799,"No data",195.66.236.41,2001:7f8:4:1::513f:1,80ac.ac07.6ff0,"Telehouse North (THN)","edge4-thn-lon2 xe31",1G,1G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Datanet co uk Ltd.",http://www.datanet.co.uk,20799,"No data",195.66.224.41,2001:7f8:4::513f:1,dc38.e1a4.1af0,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch ge-4/2/8",1G,1G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Datatech UK Ltd",http://www.datatechuk.com,47622,"No data",195.66.244.61,2001:7f8:4:2::ba06:1,8071.1ff0.b33a,"Equinix MA1 Williams House (TCW)","edge6-tcw-man1 xe12 VLAN: 1854",ConneXions,1G,ConneXions,man1,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"Datatech UK Ltd",http://www.datatechuk.com,47622,"No data",195.66.225.61,2001:7f8:4::ba06:1,288a.1cc8.0ece,"Telehouse North (THN)","core4-thn et-2/2/1 VLAN: 1848",ConneXions,1G,ConneXions,lon1,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"Dataweb Global Group B.V.",http://,39572,"No data",195.66.225.34,2001:7f8:4::9a94:1,7c31.0e7d.38a0,"Equinix LD6 (EQ4)","edge4-eq4 et-9/1/2",100G,100G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Defaultroute Limited",http://www.defaultroute.co.uk,61081,"No data",195.66.238.131,2001:7f8:4:1::ee99:1,08b2.58bc.cec2,"Telehouse North (THN)","edge2-thn-lon2 xe7",10G,10G,Regular,lon2,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Defaultroute Limited",http://www.defaultroute.co.uk,61081,"No data",195.66.226.131,2001:7f8:4::ee99:1,08b2.58bc.cec2,"Telehouse North (THN)","edge2-thn xe-5/2/3",10G,10G,Regular,lon1,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Defaultroute Limited",http://www.defaultroute.co.uk,61081,"No data",195.66.244.94,2001:7f8:4:2::ee99:1,08b2.58bc.dcc0,"TeleData Delta House (TDD)","edge3-tdd-man1 xe25",1G,1G,Regular,man1,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"DEUTSCHE TELEKOM",https://globalcarrier.telekom.com/,3320,"No data",195.66.236.137,2001:7f8:4:1::cf8:1,00c1.645f.af8e,"Telehouse East (THE)","edge1-the-lon2 xe45",10G,10G,Regular,lon2,full,
"DEUTSCHE TELEKOM",https://globalcarrier.telekom.com/,3320,"No data",195.66.224.137,2001:7f8:4::cf8:1,00c1.645f.af8b,"Telehouse East (THE)","edge4-the xe-7/2/4",10G,10G,Regular,lon1,full,
Dhiraagu,http://www.dhiraagu.com.mv,7642,"No data",195.66.226.75,2001:7f8:4::1dda:1,40ce.2466.b8d1,"Telehouse East (THE)","edge4-the xe-7/3/5",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Dialpad Inc.",https://www.dialpad.com/,63399,"No data",195.66.226.136,2001:7f8:4::f7a7:1,40de.ad17.1a18,"Digital Realty Sovereign House (RBS)","edge2-rbs xe-5/0/3",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"DID Logic Limited",https://didlogic.com/infrastructure,13006,"No data",195.66.226.65,,44d9.e79f.7d1c,"Telehouse North (THN)","edge1-thn ge-7/0/3",1G,1G,Regular,lon1,full,
"DID Logic Limited",https://didlogic.com/infrastructure,13006,"No data",195.66.254.20,,f09f.c205.19b6,"BT Stadium House (BTS)","edge1-bts.car1 11",1G,1G,Regular,car1,full,
"Digital Realty",https://www.digitalrealty.com/,49425,"No data",195.66.226.207,2001:7f8:4::c111:2,30b6.4f3b.7297,"Digital Realty Sovereign House (RBS)","edge2-rbs xe-5/3/3",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Digital Realty",https://www.digitalrealty.com/,49425,"No data",195.66.226.46,2001:7f8:4::c111:1,30b6.4f3c.7a98,"Digital Realty Cloud House West (TCM)","edge1-tcm xe-5/0/0",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Digital Space Group Limited",http://www.timico.co.uk,8607,"No data",195.66.224.111,2001:7f8:4::219f:1,5475.d0ae.c2c0,"Digital Realty Sovereign House (RBS)","edge2-rbs xe-7/2/1",10G,10G,Regular,lon1,full,
DigitalOcean,https://www.digitalocean.com/,14061,"No data",195.66.238.25,2001:7f8:4:1::36ed:1,f4cc.5585.efc1,"Equinix LD4 (EQ4)","edge1-eq4-lon2 xe8",10G,10G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
DigitalOcean,https://www.digitalocean.com/,14061,"No data",195.66.238.25,2001:7f8:4:1::36ed:1,f4cc.5585.efc1,"Equinix LD4 (EQ4)","edge1-eq4-lon2 xe7",10G,10G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
